4/10 21:40:00.880  COMBAT_LOG_VERSION,9,ADVANCED_LOG_ENABLED,1,BUILD_VERSION,1.14.3,PROJECT_ID,2
4/10 22:26:03.235  SPELL_CAST_SUCCESS,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,11294,"Sinister Strike",0x1,Player-5233-012E1DD9,0000000000000000,100,100,0,0,0,-1,0,0,0,-8594.02,1716.83,0,1.5977,79
4/10 22:26:03.235  SPELL_DAMAGE,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,11294,"Sinister Strike",0x1,Creature-0-5253-531-25631-15509-000034510F,0000000000000000,996323,999300,0,0,0,-1,0,0,0,-8593.87,1722.34,0,0.3719,63,314,473,-1,1,0,0,0,nil,nil,nil
4/10 22:26:03.367  SWING_DAMAGE,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,Player-5233-012E1DD9,0000000000000000,100,100,0,0,0,-1,0,0,0,-8594.04,1717.71,0,1.5944,79,117,202,-1,1,0,0,0,nil,1,nil
4/10 22:26:03.367  SWING_DAMAGE_LANDED,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,Creature-0-5253-531-25631-15509-000034510F,0000000000000000,995544,999300,0,0,0,-1,0,0,0,-8593.87,1722.34,0,0.3719,63,117,202,-1,1,0,0,0,nil,1,nil
4/10 22:26:03.567  SWING_DAMAGE,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,Player-5233-012E1DD9,0000000000000000,100,100,0,0,0,-1,0,0,0,-8594.04,1717.71,0,1.5944,79,211,396,-1,1,0,0,0,nil,1,nil
4/10 22:26:03.567  SWING_DAMAGE_LANDED,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,Creature-0-5253-531-25631-15509-000034510F,0000000000000000,992996,999300,0,0,0,-1,0,0,0,-8593.87,1722.34,0,0.3719,63,211,396,-1,1,0,0,0,nil,1,nil
4/10 22:26:04.951  SPELL_CAST_SUCCESS,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,11294,"Sinister Strike",0x1,Player-5233-012E1DD9,0000000000000000,100,100,0,0,0,-1,0,0,0,-8594.04,1717.71,0,1.5944,79
4/10 22:26:04.952  SPELL_DAMAGE,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,11294,"Sinister Strike",0x1,Creature-0-5253-531-25631-15509-000034510F,0000000000000000,984142,999300,0,0,0,-1,0,0,0,-8593.87,1722.34,0,0.3719,63,707,462,-1,1,0,0,0,1,nil,nil
4/10 22:26:04.984  SWING_DAMAGE,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,Player-5233-012E1DD9,0000000000000000,100,100,0,0,0,-1,0,0,0,-8594.04,1717.71,0,1.5944,79,113,194,-1,1,0,0,0,nil,1,nil
4/10 22:26:04.984  SWING_DAMAGE_LANDED,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,Creature-0-5253-531-25631-15509-000034510F,0000000000000000,984029,999300,0,0,0,-1,0,0,0,-8593.87,1722.34,0,0.3719,63,113,194,-1,1,0,0,0,nil,1,nil
4/10 22:26:05.951  SPELL_AURA_APPLIED,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,6774,"Slice and Dice",0x1,BUFF
4/10 22:26:05.951  SPELL_CAST_SUCCESS,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,6774,"Slice and Dice",0x1,Player-5233-012E1DD9,0000000000000000,100,100,0,0,0,-1,0,0,0,-8594.04,1717.71,0,1.5944,79
4/10 22:26:06.285  SWING_DAMAGE,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,Player-5233-012E1DD9,0000000000000000,100,100,0,0,0,-1,0,0,0,-8594.04,1717.71,0,1.5944,79,267,405,-1,1,0,0,0,nil,1,nil
4/10 22:26:06.285  SWING_DAMAGE_LANDED,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,Creature-0-5253-531-25631-15509-000034510F,0000000000000000,972906,999300,0,0,0,-1,0,0,0,-8593.87,1722.34,0,0.3719,63,267,405,-1,1,0,0,0,nil,1,nil
4/10 22:26:06.435  SWING_DAMAGE,Player-5233-012E1DD9,"Säw-Firemaw",0x514,0x0,Creature-0-5253-531-25631-15509-000034510F,"Princess Huhuran",0x10a48,0x0,Player-5233-012E1DD9,0000000000000000,100,100,0,0,0,-1,0,0,0,-8594.04,1717.71,0,1.5944,79,300,193,-1,1,0,0,0,1,nil,nil
